,Fitness,all,run
700,0.0,0.0,20
800,0.0,0.0,20
900,0.0,0.0,20
1000,0.0,0.0,20
1111,0.30103,0.30103,20
1217,0.30103,0.30103,20
1300,0.0,0.0,20
1400,0.0,0.0,20
1500,0.0,0.0,20
1600,0.0,0.0,20
1700,0.0,0.0,20
1801,0.0,0.0,20
1934,0.0,0.0,20
2007,0.0,0.0,20
2168,0.30103,0.30103,20
2229,0.0,0.0,20
2353,0.0,0.0,20
2404,0.0,0.0,20
2517,0.30103,0.30103,20
2600,-1.0,-1.0,20
2715,0.0,0.0,20
2804,0.30103,0.30103,20
2900,-1.0,-1.0,20
3019,0.0,0.0,20
3100,0.0,0.0,20
3200,0.0,0.0,20
3300,0.0,0.0,20
3454,0.30103,0.30103,20
3500,0.30103,0.30103,20
3600,0.30103,0.30103,20
3700,0.30103,0.30103,20
3800,0.30103,0.30103,20
3900,0.30103,0.30103,20
4017,0.4771213,0.4771213,20
4101,0.4771213,0.4771213,20
4234,0.4771213,0.4771213,20
4317,0.60206,0.60206,20
4408,0.60206,0.60206,20
4572,0.69897,0.69897,20
4698,0.69897,0.69897,20
4799,0.69897,0.69897,20
4824,0.69897,0.69897,20
4910,0.69897,0.69897,20
5034,0.7781513,0.7781513,20
5108,0.69897,0.69897,20
5202,0.69897,0.69897,20
5302,0.69897,0.69897,20
5463,0.7781513,0.7781513,20
5501,0.7781513,0.7781513,20
5674,0.7781513,0.7781513,20
5713,0.7781513,0.7781513,20
5823,0.7781513,0.7781513,20
5936,0.7781513,0.7781513,20
6048,0.7781513,0.7781513,20
6128,0.7781513,0.7781513,20
6241,0.7781513,0.7781513,20
6318,0.7781513,0.7781513,20
6405,0.7781513,0.7781513,20
6501,0.7781513,0.7781513,20
6600,0.7781513,0.7781513,20
6762,0.7781513,0.7781513,20
6813,0.7781513,0.7781513,20
6921,0.7781513,0.7781513,20
7015,0.7781513,0.7781513,20
7113,0.7781513,0.7781513,20
7207,0.7781513,0.7781513,20
7311,0.7781513,0.7781513,20
7411,0.7781513,0.7781513,20
7500,0.7781513,0.7781513,20
7603,0.7781513,0.7781513,20
7749,0.7781513,0.7781513,20
7807,0.7781513,0.7781513,20
7905,0.7781513,0.7781513,20
8029,0.7781513,0.7781513,20
8128,0.7781513,0.7781513,20
8210,0.7781513,0.7781513,20
8304,0.7781513,0.7781513,20
8431,0.7781513,0.7781513,20
8500,0.7781513,0.7781513,20
8609,0.7781513,0.7781513,20
8707,0.7781513,0.7781513,20
8804,0.7781513,0.7781513,20
8903,0.7781513,0.7781513,20
9008,0.7781513,0.7781513,20
9101,0.7781513,0.7781513,20
9207,0.7781513,0.7781513,20
9309,0.7781513,0.7781513,20
9403,0.7781513,0.7781513,20
9502,0.7781513,0.7781513,20
9603,0.7781513,0.7781513,20
9700,0.7781513,0.7781513,20
9801,0.7781513,0.7781513,20
9900,0.7781513,0.7781513,20
10000,0.7781513,0.7781513,20
0,0.0,0.0,21
100,0.0,0.0,21
200,0.0,0.0,21
300,0.0,0.0,21
423,0.30103,0.30103,21
514,0.30103,0.30103,21
664,0.30103,0.30103,21
700,0.0,0.0,21
800,0.0,0.0,21
900,0.0,0.0,21
1001,0.0,0.0,21
1133,0.30103,0.30103,21
1245,0.30103,0.30103,21
1337,0.30103,0.30103,21
1400,0.30103,0.30103,21
1500,0.30103,0.30103,21
1600,0.30103,0.30103,21
1700,0.30103,0.30103,21
1800,0.30103,0.30103,21
1973,0.4771213,0.4771213,21
2017,0.4771213,0.4771213,21
2139,0.4771213,0.4771213,21
2233,0.4771213,0.4771213,21
2327,0.4771213,0.4771213,21
2405,0.4771213,0.4771213,21
2504,0.4771213,0.4771213,21
2605,0.4771213,0.4771213,21
2753,0.60206,0.60206,21
2853,0.60206,0.60206,21
2924,0.60206,0.60206,21
3003,0.60206,0.60206,21
3104,0.60206,0.60206,21
3201,0.60206,0.60206,21
3302,0.60206,0.60206,21
3423,0.69897,0.69897,21
3505,0.60206,0.60206,21
3600,0.60206,0.60206,21
3708,0.69897,0.69897,21
3811,0.69897,0.69897,21
3927,0.69897,0.69897,21
4017,0.69897,0.69897,21
4108,0.69897,0.69897,21
4213,0.69897,0.69897,21
4304,0.69897,0.69897,21
4406,0.69897,0.69897,21
4507,0.69897,0.69897,21
4626,0.7781513,0.7781513,21
4719,0.7781513,0.7781513,21
4803,0.7781513,0.7781513,21
4921,0.7781513,0.7781513,21
5001,0.7781513,0.7781513,21
5127,0.7781513,0.7781513,21
5224,0.7781513,0.7781513,21
5327,0.7781513,0.7781513,21
5405,0.7781513,0.7781513,21
5523,0.7781513,0.7781513,21
5632,0.7781513,0.7781513,21
5714,0.7781513,0.7781513,21
5802,0.7781513,0.7781513,21
5900,0.7781513,0.7781513,21
6013,0.7781513,0.7781513,21
6105,0.7781513,0.7781513,21
6215,0.7781513,0.7781513,21
6305,0.7781513,0.7781513,21
6405,0.7781513,0.7781513,21
6504,0.7781513,0.7781513,21
6623,0.7781513,0.7781513,21
6719,0.7781513,0.7781513,21
6800,0.7781513,0.7781513,21
6902,0.7781513,0.7781513,21
7003,0.7781513,0.7781513,21
7100,0.7781513,0.7781513,21
7200,0.7781513,0.7781513,21
7300,0.7781513,0.7781513,21
7401,0.7781513,0.7781513,21
7501,0.7781513,0.7781513,21
7600,0.7781513,0.7781513,21
7701,0.7781513,0.7781513,21
7800,0.7781513,0.7781513,21
7901,0.7781513,0.7781513,21
8000,0.7781513,0.7781513,21
8101,0.7781513,0.7781513,21
8201,0.7781513,0.7781513,21
8303,0.7781513,0.7781513,21
8400,0.7781513,0.7781513,21
8501,0.7781513,0.7781513,21
8601,0.7781513,0.7781513,21
8700,0.7781513,0.7781513,21
8803,0.7781513,0.7781513,21
8900,0.7781513,0.7781513,21
9001,0.7781513,0.7781513,21
9101,0.7781513,0.7781513,21
9200,0.7781513,0.7781513,21
9300,0.7781513,0.7781513,21
9400,0.7781513,0.7781513,21
9501,0.7781513,0.7781513,21
9602,0.7781513,0.7781513,21
9700,0.7781513,0.7781513,21
9800,0.7781513,0.7781513,21
9901,0.7781513,0.7781513,21
10000,0.7781513,0.7781513,21
0,0.0,0.0,22
100,0.0,0.0,22
201,0.0,0.0,22
392,0.30103,0.30103,22
401,0.30103,0.30103,22
503,0.30103,0.30103,22
624,0.0,0.0,22
724,0.30103,0.30103,22
852,0.30103,0.30103,22
900,-1.0,-1.0,22
1000,-1.0,-1.0,22
1170,0.30103,0.30103,22
1267,0.30103,0.30103,22
1300,-1.0,-1.0,22
1490,0.0,0.0,22
1506,0.0,0.0,22
1667,0.0,0.0,22
1740,0.0,0.0,22
1863,0.0,0.0,22
1901,0.0,0.0,22
2023,0.0,0.0,22
2111,0.30103,0.30103,22
2275,0.0,0.0,22
2326,0.0,0.0,22
2454,0.30103,0.30103,22
2511,0.0,0.0,22
2600,-1.0,-1.0,22
2766,0.0,0.0,22
2847,0.0,0.0,22
2925,0.0,0.0,22
3015,0.0,0.0,22
3123,0.30103,0.30103,22
3275,0.0,0.0,22
3300,-1.0,-1.0,22
3418,0.0,0.0,22
3508,0.0,0.0,22
3652,0.0,0.0,22
3776,0.0,0.0,22
3864,0.0,0.0,22
3900,-1.0,-1.0,22
4000,0.0,0.0,22
4107,0.30103,0.30103,22
4200,0.30103,0.30103,22
4315,0.4771213,0.4771213,22
4402,0.4771213,0.4771213,22
4527,0.60206,0.60206,22
4682,0.69897,0.69897,22
4758,0.69897,0.69897,22
4862,0.69897,0.69897,22
4903,0.69897,0.69897,22
5044,0.69897,0.69897,22
5104,0.69897,0.69897,22
5200,0.69897,0.69897,22
5302,0.69897,0.69897,22
5404,0.69897,0.69897,22
5500,0.69897,0.69897,22
5613,0.69897,0.69897,22
5704,0.69897,0.69897,22
5808,0.69897,0.69897,22
5975,0.7781513,0.7781513,22
6092,0.7781513,0.7781513,22
6100,0.69897,0.69897,22
6201,0.69897,0.69897,22
6300,0.69897,0.69897,22
6400,0.69897,0.69897,22
6503,0.69897,0.69897,22
6600,0.69897,0.69897,22
6700,0.69897,0.69897,22
6800,0.69897,0.69897,22
6904,0.69897,0.69897,22
7000,0.69897,0.69897,22
7100,0.69897,0.69897,22
7200,0.69897,0.69897,22
7301,0.69897,0.69897,22
7400,0.69897,0.69897,22
7500,0.69897,0.69897,22
7600,0.69897,0.69897,22
7700,0.69897,0.69897,22
7800,0.69897,0.69897,22
7902,0.69897,0.69897,22
8000,0.69897,0.69897,22
8100,0.69897,0.69897,22
8200,0.69897,0.69897,22
8301,0.69897,0.69897,22
8400,0.69897,0.69897,22
8500,0.69897,0.69897,22
8600,0.69897,0.69897,22
8700,0.69897,0.69897,22
8801,0.69897,0.69897,22
8901,0.69897,0.69897,22
9085,0.7781513,0.7781513,22
9174,0.7781513,0.7781513,22
9251,0.7781513,0.7781513,22
9305,0.7781513,0.7781513,22
9408,0.7781513,0.7781513,22
9525,0.7781513,0.7781513,22
9617,0.7781513,0.7781513,22
9705,0.7781513,0.7781513,22
9806,0.7781513,0.7781513,22
9904,0.7781513,0.7781513,22
10000,0.7781513,0.7781513,22
0,0.0,0.0,23
100,0.0,0.0,23
200,0.0,0.0,23
300,0.0,0.0,23
400,0.0,0.0,23
501,0.0,0.0,23
611,0.0,0.0,23
720,0.0,0.0,23
812,0.0,0.0,23
904,0.0,0.0,23
1000,-1.0,-1.0,23
1100,-1.0,-1.0,23
1265,0.0,0.0,23
1300,-1.0,-1.0,23
1400,-1.0,-1.0,23
1500,-1.0,-1.0,23
1601,0.0,0.0,23
1700,-1.0,-1.0,23
1865,0.0,0.0,23
1900,-1.0,-1.0,23
2022,0.30103,0.30103,23
2133,0.30103,0.30103,23
2200,-1.0,-1.0,23
2300,-1.0,-1.0,23
2400,-1.0,-1.0,23
2500,-1.0,-1.0,23
2635,0.0,0.0,23
2709,0.0,0.0,23
2848,0.4771213,0.4771213,23
2930,0.30103,0.30103,23
3000,0.0,0.0,23
3100,0.0,0.0,23
3210,0.30103,0.30103,23
3316,0.4771213,0.4771213,23
3464,0.60206,0.60206,23
3543,0.60206,0.60206,23
3600,0.60206,0.60206,23
3706,0.60206,0.60206,23
3800,0.60206,0.60206,23
3902,0.60206,0.60206,23
4003,0.60206,0.60206,23
4102,0.60206,0.60206,23
4200,0.60206,0.60206,23
4300,0.60206,0.60206,23
4402,0.60206,0.60206,23
4502,0.60206,0.60206,23
4601,0.60206,0.60206,23
4709,0.69897,0.69897,23
4858,0.69897,0.69897,23
4901,0.60206,0.60206,23
5000,0.60206,0.60206,23
5100,0.60206,0.60206,23
5200,0.60206,0.60206,23
5309,0.69897,0.69897,23
5409,0.69897,0.69897,23
5556,0.69897,0.69897,23
5685,0.69897,0.69897,23
5784,0.69897,0.69897,23
5832,0.69897,0.69897,23
5906,0.69897,0.69897,23
6004,0.69897,0.69897,23
6116,0.69897,0.69897,23
6201,0.69897,0.69897,23
6306,0.69897,0.69897,23
6413,0.69897,0.69897,23
6509,0.69897,0.69897,23
6611,0.69897,0.69897,23
6752,0.7781513,0.7781513,23
6812,0.7781513,0.7781513,23
6911,0.7781513,0.7781513,23
7010,0.7781513,0.7781513,23
7124,0.7781513,0.7781513,23
7202,0.7781513,0.7781513,23
7307,0.7781513,0.7781513,23
7400,0.7781513,0.7781513,23
7501,0.7781513,0.7781513,23
7600,0.7781513,0.7781513,23
7704,0.7781513,0.7781513,23
7801,0.7781513,0.7781513,23
7903,0.7781513,0.7781513,23
8006,0.7781513,0.7781513,23
8102,0.7781513,0.7781513,23
8205,0.7781513,0.7781513,23
8302,0.7781513,0.7781513,23
8402,0.7781513,0.7781513,23
8505,0.7781513,0.7781513,23
8602,0.7781513,0.7781513,23
8703,0.7781513,0.7781513,23
8805,0.7781513,0.7781513,23
8900,0.7781513,0.7781513,23
9001,0.7781513,0.7781513,23
9103,0.7781513,0.7781513,23
9200,0.7781513,0.7781513,23
9300,0.7781513,0.7781513,23
9400,0.7781513,0.7781513,23
9504,0.7781513,0.7781513,23
9600,0.7781513,0.7781513,23
9701,0.7781513,0.7781513,23
9800,0.7781513,0.7781513,23
9901,0.7781513,0.7781513,23
10000,0.7781513,0.7781513,23
0,0.0,0.0,24
100,0.0,0.0,24
200,0.0,0.0,24
300,0.0,0.0,24
400,0.0,0.0,24
500,0.0,0.0,24
623,0.30103,0.30103,24
700,0.0,0.0,24
801,0.0,0.0,24
905,0.0,0.0,24
1000,-1.0,-1.0,24
1100,-1.0,-1.0,24
1223,0.0,0.0,24
1325,0.0,0.0,24
1406,0.0,0.0,24
1521,0.30103,0.30103,24
1600,-1.0,-1.0,24
1749,0.0,0.0,24
1803,0.0,0.0,24
1917,0.0,0.0,24
2007,0.0,0.0,24
2124,0.0,0.0,24
2247,0.0,0.0,24
2323,0.0,0.0,24
2402,0.30103,0.30103,24
2520,0.0,0.0,24
2603,0.30103,0.30103,24
2701,0.0,0.0,24
2808,0.0,0.0,24
2908,0.0,0.0,24
3068,0.0,0.0,24
3144,0.0,0.0,24
3295,0.0,0.0,24
3316,0.0,0.0,24
3442,0.0,0.0,24
3510,0.0,0.0,24
3624,0.0,0.0,24
3734,0.0,0.0,24
3862,0.30103,0.30103,24
3914,0.0,0.0,24
4016,0.0,0.0,24
4122,0.30103,0.30103,24
4214,0.0,0.0,24
4325,0.0,0.0,24
4400,-1.0,-1.0,24
4500,-1.0,-1.0,24
4600,-1.0,-1.0,24
4737,0.0,0.0,24
4800,-1.0,-1.0,24
4900,-1.0,-1.0,24
5029,0.0,0.0,24
5133,0.0,0.0,24
5200,-1.0,-1.0,24
5315,0.0,0.0,24
5424,0.0,0.0,24
5528,0.30103,0.30103,24
5607,0.0,0.0,24
5724,0.0,0.0,24
5800,-1.0,-1.0,24
5916,0.30103,0.30103,24
6008,0.0,0.0,24
6155,0.0,0.0,24
6209,0.0,0.0,24
6300,-1.0,-1.0,24
6400,-1.0,-1.0,24
6500,-1.0,-1.0,24
6600,-1.0,-1.0,24
6724,0.0,0.0,24
6810,0.0,0.0,24
6908,0.30103,0.30103,24
7022,0.30103,0.30103,24
7100,-1.0,-1.0,24
7254,0.30103,0.30103,24
7300,-1.0,-1.0,24
7400,-1.0,-1.0,24
7527,0.0,0.0,24
7600,-1.0,-1.0,24
7710,0.30103,0.30103,24
7802,0.0,0.0,24
7904,0.0,0.0,24
8016,0.30103,0.30103,24
8131,0.60206,0.60206,24
8215,0.60206,0.60206,24
8343,0.7781513,0.7781513,24
8401,0.7781513,0.7781513,24
8549,0.7781513,0.7781513,24
8627,0.7781513,0.7781513,24
8730,0.7781513,0.7781513,24
8803,0.7781513,0.7781513,24
8902,0.7781513,0.7781513,24
9000,0.7781513,0.7781513,24
9107,0.7781513,0.7781513,24
9200,0.7781513,0.7781513,24
9309,0.7781513,0.7781513,24
9403,0.7781513,0.7781513,24
9500,0.7781513,0.7781513,24
9604,0.7781513,0.7781513,24
9700,0.7781513,0.7781513,24
9802,0.7781513,0.7781513,24
9904,0.7781513,0.7781513,24
10001,0.7781513,0.7781513,24
0,0.0,0.0,25
100,0.0,0.0,25
200,0.0,0.0,25
301,0.0,0.0,25
403,0.0,0.0,25
503,0.0,0.0,25
652,0.0,0.0,25
704,0.0,0.0,25
819,0.0,0.0,25
907,0.0,0.0,25
1016,0.0,0.0,25
1103,0.30103,0.30103,25
1208,0.30103,0.30103,25
1320,0.0,0.0,25
1423,0.0,0.0,25
1500,-1.0,-1.0,25
1668,0.30103,0.30103,25
1706,0.30103,0.30103,25
1819,0.0,0.0,25
1951,0.30103,0.30103,25
2012,0.0,0.0,25
2105,0.0,0.0,25
2267,0.0,0.0,25
2372,0.0,0.0,25
2438,0.0,0.0,25
2500,0.0,0.0,25
2600,0.0,0.0,25
2700,0.0,0.0,25
2807,0.30103,0.30103,25
2900,0.30103,0.30103,25
3000,0.30103,0.30103,25
3134,0.4771213,0.4771213,25
3284,0.4771213,0.4771213,25
3380,0.4771213,0.4771213,25
3409,0.4771213,0.4771213,25
3541,0.4771213,0.4771213,25
3603,0.4771213,0.4771213,25
3713,0.60206,0.60206,25
3840,0.69897,0.69897,25
3971,0.69897,0.69897,25
4013,0.69897,0.69897,25
4100,0.69897,0.69897,25
4203,0.69897,0.69897,25
4305,0.69897,0.69897,25
4411,0.69897,0.69897,25
4515,0.69897,0.69897,25
4603,0.69897,0.69897,25
4712,0.69897,0.69897,25
4804,0.69897,0.69897,25
4906,0.69897,0.69897,25
5000,0.69897,0.69897,25
5123,0.7781513,0.7781513,25
5200,0.69897,0.69897,25
5302,0.69897,0.69897,25
5400,0.69897,0.69897,25
5500,0.69897,0.69897,25
5629,0.7781513,0.7781513,25
5778,0.7781513,0.7781513,25
5800,0.69897,0.69897,25
5900,0.69897,0.69897,25
6024,0.7781513,0.7781513,25
6107,0.7781513,0.7781513,25
6252,0.7781513,0.7781513,25
6382,0.7781513,0.7781513,25
6405,0.69897,0.69897,25
6501,0.69897,0.69897,25
6601,0.69897,0.69897,25
6739,0.7781513,0.7781513,25
6877,0.7781513,0.7781513,25
6914,0.7781513,0.7781513,25
7040,0.7781513,0.7781513,25
7120,0.7781513,0.7781513,25
7202,0.69897,0.69897,25
7302,0.7781513,0.7781513,25
7438,0.7781513,0.7781513,25
7503,0.7781513,0.7781513,25
7602,0.7781513,0.7781513,25
7712,0.7781513,0.7781513,25
7800,0.7781513,0.7781513,25
7901,0.7781513,0.7781513,25
8003,0.7781513,0.7781513,25
8100,0.7781513,0.7781513,25
8204,0.7781513,0.7781513,25
8306,0.7781513,0.7781513,25
8401,0.7781513,0.7781513,25
8500,0.7781513,0.7781513,25
8600,0.7781513,0.7781513,25
8701,0.7781513,0.7781513,25
8805,0.7781513,0.7781513,25
8904,0.7781513,0.7781513,25
9000,0.7781513,0.7781513,25
9102,0.7781513,0.7781513,25
9200,0.7781513,0.7781513,25
9300,0.7781513,0.7781513,25
9400,0.7781513,0.7781513,25
9502,0.7781513,0.7781513,25
9600,0.7781513,0.7781513,25
9701,0.7781513,0.7781513,25
9801,0.7781513,0.7781513,25
9900,0.7781513,0.7781513,25
10001,0.7781513,0.7781513,25
0,0.0,0.0,26
100,0.0,0.0,26
200,0.0,0.0,26
300,0.0,0.0,26
400,0.0,0.0,26
500,0.0,0.0,26
632,0.30103,0.30103,26
716,0.30103,0.30103,26
800,0.0,0.0,26
992,0.30103,0.30103,26
1084,0.4771213,0.4771213,26
1105,0.4771213,0.4771213,26
1230,0.4771213,0.4771213,26
1300,0.4771213,0.4771213,26
1404,0.4771213,0.4771213,26
1570,0.60206,0.60206,26
1615,0.60206,0.60206,26
1700,0.60206,0.60206,26
1805,0.60206,0.60206,26
1900,0.7781513,0.7781513,26
2001,0.7781513,0.7781513,26
2121,0.7781513,0.7781513,26
2230,0.7781513,0.7781513,26
2310,0.7781513,0.7781513,26
2419,0.7781513,0.7781513,26
2509,0.7781513,0.7781513,26
2600,0.7781513,0.7781513,26
2700,0.7781513,0.7781513,26
2803,0.7781513,0.7781513,26
2910,0.7781513,0.7781513,26
3010,0.7781513,0.7781513,26
3114,0.7781513,0.7781513,26
3201,0.7781513,0.7781513,26
3303,0.7781513,0.7781513,26
3401,0.7781513,0.7781513,26
3500,0.7781513,0.7781513,26
3603,0.7781513,0.7781513,26
3701,0.7781513,0.7781513,26
3802,0.7781513,0.7781513,26
3902,0.7781513,0.7781513,26
4002,0.7781513,0.7781513,26
4100,0.7781513,0.7781513,26
4200,0.7781513,0.7781513,26
4302,0.7781513,0.7781513,26
4401,0.7781513,0.7781513,26
4500,0.7781513,0.7781513,26
4600,0.7781513,0.7781513,26
4700,0.7781513,0.7781513,26
4800,0.7781513,0.7781513,26
4900,0.7781513,0.7781513,26
5000,0.7781513,0.7781513,26
5100,0.7781513,0.7781513,26
5200,0.7781513,0.7781513,26
5300,0.7781513,0.7781513,26
5400,0.7781513,0.7781513,26
5501,0.7781513,0.7781513,26
5600,0.7781513,0.7781513,26
5700,0.7781513,0.7781513,26
5802,0.7781513,0.7781513,26
5902,0.7781513,0.7781513,26
6000,0.7781513,0.7781513,26
6100,0.7781513,0.7781513,26
6200,0.7781513,0.7781513,26
6303,0.7781513,0.7781513,26
6400,0.7781513,0.7781513,26
6500,0.7781513,0.7781513,26
6600,0.7781513,0.7781513,26
6702,0.7781513,0.7781513,26
6800,0.7781513,0.7781513,26
6900,0.7781513,0.7781513,26
7000,0.7781513,0.7781513,26
7101,0.7781513,0.7781513,26
7205,0.7781513,0.7781513,26
7300,0.7781513,0.7781513,26
7405,0.7781513,0.7781513,26
7501,0.7781513,0.7781513,26
7601,0.7781513,0.7781513,26
7701,0.7781513,0.7781513,26
7801,0.7781513,0.7781513,26
7900,0.7781513,0.7781513,26
8001,0.7781513,0.7781513,26
8102,0.7781513,0.7781513,26
8201,0.7781513,0.7781513,26
8301,0.7781513,0.7781513,26
8400,0.7781513,0.7781513,26
8502,0.7781513,0.7781513,26
8600,0.7781513,0.7781513,26
8701,0.7781513,0.7781513,26
8801,0.7781513,0.7781513,26
8900,0.7781513,0.7781513,26
9001,0.7781513,0.7781513,26
9100,0.7781513,0.7781513,26
9200,0.7781513,0.7781513,26
9300,0.7781513,0.7781513,26
9400,0.7781513,0.7781513,26
9501,0.7781513,0.7781513,26
9603,0.7781513,0.7781513,26
9700,0.7781513,0.7781513,26
9800,0.7781513,0.7781513,26
9900,0.7781513,0.7781513,26
10000,0.7781513,0.7781513,26
0,0.0,0.0,27
154,0.30103,0.30103,27
200,0.30103,0.30103,27
336,0.4771213,0.4771213,27
419,0.4771213,0.4771213,27
504,0.4771213,0.4771213,27
600,0.4771213,0.4771213,27
706,0.4771213,0.4771213,27
805,0.60206,0.60206,27
963,0.60206,0.60206,27
1001,0.60206,0.60206,27
1104,0.60206,0.60206,27
1277,0.69897,0.69897,27
1332,0.69897,0.69897,27
1435,0.69897,0.69897,27
1501,0.69897,0.69897,27
1611,0.69897,0.69897,27
1751,0.7781513,0.7781513,27
1803,0.69897,0.69897,27
1919,0.69897,0.69897,27
2002,0.69897,0.69897,27
2101,0.69897,0.69897,27
2201,0.69897,0.69897,27
2317,0.7781513,0.7781513,27
2402,0.69897,0.69897,27
2524,0.7781513,0.7781513,27
2601,0.69897,0.69897,27
2711,0.69897,0.69897,27
2801,0.69897,0.69897,27
2905,0.69897,0.69897,27
3003,0.69897,0.69897,27
3100,0.69897,0.69897,27
3207,0.7781513,0.7781513,27
3333,0.7781513,0.7781513,27
3488,0.7781513,0.7781513,27
3501,0.7781513,0.7781513,27
3601,0.7781513,0.7781513,27
3710,0.7781513,0.7781513,27
3800,0.7781513,0.7781513,27
3901,0.7781513,0.7781513,27
4003,0.7781513,0.7781513,27
4105,0.7781513,0.7781513,27
4202,0.7781513,0.7781513,27
4302,0.7781513,0.7781513,27
4407,0.7781513,0.7781513,27
4503,0.7781513,0.7781513,27
4600,0.7781513,0.7781513,27
4700,0.7781513,0.7781513,27
4802,0.7781513,0.7781513,27
4901,0.7781513,0.7781513,27
5000,0.7781513,0.7781513,27
5104,0.7781513,0.7781513,27
5202,0.7781513,0.7781513,27
5301,0.7781513,0.7781513,27
5400,0.7781513,0.7781513,27
5500,0.7781513,0.7781513,27
5601,0.7781513,0.7781513,27
5701,0.7781513,0.7781513,27
5800,0.7781513,0.7781513,27
5900,0.7781513,0.7781513,27
6000,0.7781513,0.7781513,27
6100,0.7781513,0.7781513,27
6200,0.7781513,0.7781513,27
6300,0.7781513,0.7781513,27
6400,0.7781513,0.7781513,27
6502,0.7781513,0.7781513,27
6600,0.7781513,0.7781513,27
6700,0.7781513,0.7781513,27
6800,0.7781513,0.7781513,27
6902,0.7781513,0.7781513,27
7004,0.7781513,0.7781513,27
7101,0.7781513,0.7781513,27
7200,0.7781513,0.7781513,27
7300,0.7781513,0.7781513,27
7400,0.7781513,0.7781513,27
7501,0.7781513,0.7781513,27
7600,0.7781513,0.7781513,27
7700,0.7781513,0.7781513,27
7800,0.7781513,0.7781513,27
7900,0.7781513,0.7781513,27
8000,0.7781513,0.7781513,27
8100,0.7781513,0.7781513,27
8201,0.7781513,0.7781513,27
8300,0.7781513,0.7781513,27
8400,0.7781513,0.7781513,27
8500,0.7781513,0.7781513,27
8600,0.7781513,0.7781513,27
8702,0.7781513,0.7781513,27
8800,0.7781513,0.7781513,27
8900,0.7781513,0.7781513,27
9000,0.7781513,0.7781513,27
9100,0.7781513,0.7781513,27
9200,0.7781513,0.7781513,27
9300,0.7781513,0.7781513,27
9401,0.7781513,0.7781513,27
9502,0.7781513,0.7781513,27
9605,0.7781513,0.7781513,27
9700,0.7781513,0.7781513,27
9802,0.7781513,0.7781513,27
9900,0.7781513,0.7781513,27
10000,0.7781513,0.7781513,27
0,0.0,0.0,28
151,0.30103,0.30103,28
298,0.30103,0.30103,28
300,0.0,0.0,28
400,0.0,0.0,28
570,0.30103,0.30103,28
601,0.0,0.0,28
700,-1.0,-1.0,28
800,-1.0,-1.0,28
900,-1.0,-1.0,28
1010,0.30103,0.30103,28
1119,0.30103,0.30103,28
1200,-1.0,-1.0,28
1300,-1.0,-1.0,28
1400,-1.0,-1.0,28
1500,-1.0,-1.0,28
1600,-1.0,-1.0,28
1704,0.0,0.0,28
1825,0.0,0.0,28
1972,0.0,0.0,28
2092,0.30103,0.30103,28
2150,0.0,0.0,28
2214,0.0,0.0,28
2327,0.0,0.0,28
2419,0.0,0.0,28
2502,0.0,0.0,28
2675,0.30103,0.30103,28
2704,0.0,0.0,28
2836,0.0,0.0,28
2900,-1.0,-1.0,28
3000,-1.0,-1.0,28
3100,-1.0,-1.0,28
3238,0.30103,0.30103,28
3300,-1.0,-1.0,28
3417,0.0,0.0,28
3506,0.30103,0.30103,28
3653,0.0,0.0,28
3708,0.0,0.0,28
3800,-1.0,-1.0,28
3900,0.0,0.0,28
4004,0.30103,0.30103,28
4100,0.30103,0.30103,28
4215,0.4771213,0.4771213,28
4349,0.4771213,0.4771213,28
4420,0.4771213,0.4771213,28
4515,0.4771213,0.4771213,28
4680,0.60206,0.60206,28
4759,0.60206,0.60206,28
4899,0.60206,0.60206,28
4928,0.60206,0.60206,28
5060,0.60206,0.60206,28
5102,0.60206,0.60206,28
5228,0.60206,0.60206,28
5304,0.60206,0.60206,28
5400,0.60206,0.60206,28
5502,0.60206,0.60206,28
5606,0.69897,0.69897,28
5727,0.69897,0.69897,28
5855,0.69897,0.69897,28
5912,0.69897,0.69897,28
6038,0.7781513,0.7781513,28
6177,0.7781513,0.7781513,28
6208,0.7781513,0.7781513,28
6321,0.7781513,0.7781513,28
6413,0.7781513,0.7781513,28
6586,0.7781513,0.7781513,28
6691,0.7781513,0.7781513,28
6764,0.7781513,0.7781513,28
6800,0.69897,0.69897,28
6911,0.7781513,0.7781513,28
7005,0.7781513,0.7781513,28
7179,0.7781513,0.7781513,28
7203,0.69897,0.69897,28
7300,0.69897,0.69897,28
7400,0.69897,0.69897,28
7504,0.69897,0.69897,28
7600,0.69897,0.69897,28
7700,0.69897,0.69897,28
7801,0.69897,0.69897,28
7918,0.7781513,0.7781513,28
8035,0.7781513,0.7781513,28
8100,0.69897,0.69897,28
8200,0.69897,0.69897,28
8300,0.69897,0.69897,28
8448,0.7781513,0.7781513,28
8509,0.7781513,0.7781513,28
8654,0.7781513,0.7781513,28
8739,0.7781513,0.7781513,28
8801,0.69897,0.69897,28
8900,0.69897,0.69897,28
9013,0.7781513,0.7781513,28
9101,0.7781513,0.7781513,28
9200,0.69897,0.69897,28
9300,0.69897,0.69897,28
9401,0.69897,0.69897,28
9503,0.69897,0.69897,28
9601,0.69897,0.69897,28
9700,0.69897,0.69897,28
9800,0.69897,0.69897,28
9900,0.69897,0.69897,28
10000,0.69897,0.69897,28
0,0.0,0.0,29
100,0.0,0.0,29
200,0.0,0.0,29
